station,borough,trainno,equipmentno,equipmenttype,serving,ADA,isactive,nonNYCT,shortdescription,linesservedbyelevator,elevatorsgtfsstopid,elevatormrn,stationcomplexid,nextadanorth,nextadasouth,redundant,busconnections,alternativeroute
Borough Hall,,R/2/3/4/5,ES303,ES,Brooklyn-bound 2/3 platform to mezzanine for Court St & Montague St exit and R service,N,Y,N,Brooklyn-bound 2/3 to mezzanine,2/3,232/423/R28,024/335/415,620,,,0,"B25, B26, B38, B41, B45, B52, B61, B65, B103 (westbound only)",
Bowery,,J/Z,ES334,ES,J/Z platform to mezzanine for Delancey St & Bowery exit,N,Y,N,Platform to mezzanine,J/Z,M19,103,103,,,0,,
Bowling Green,,4/5,EL710,EL,plaza south of Bowling Green Park to uptown platform and lower mezzanine for Brooklyn-bound service,Y,Y,N,Street to uptown platform & mezzanine,4/5,420,414,414,"412, 4, 5","335, 4, 5",1,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",If you are on the street: Take an uptown M55 bus (State St and Bridge St) to Liberty St. Then enter Fulton St 4/5 at Broadway and Dey St via the elevator on the southwest corner. If you are at the uptown platform: See a station agent to re-enter through the faregate and take an uptown 4 or 5 to Fulton St. Use elevators to exit the station and take a downtown M55 bus (Broadway and Cortlandt St) to Bowling Green 4/5. If you are on the lower mezzanine: Re-enter through the faregate and use the elevator to take a Brooklyn-bound 4 or 5 to Atlantic Av-Barclays Center. Then transfer across the platform to take a Manhattan-bound 4 or 5 to Fulton St. Proceed to Broadway and Cortlandt St and take a downtown M55 bus to Bowling Green.
Bowling Green,,4/5,ES341,ES,lower mezzanine to uptown 4/5 platform,N,Y,N,Lower mezzanine to uptown platform,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES342,ES,lower mezzanine to downtown 4/5 platform,N,Y,N,Lower mezzanine to downtown platform,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES340,ES,lower mezzanine to uptown 4/5 platform,N,Y,N,Lower mezzanine to uptown platform,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES345,ES,uptown 4/5 mezzanine to Bowling Green Park on Whitehall St,N,Y,N,Uptown 4/5 mezzanine to street,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES343,ES,lower mezzanine to downtown 4/5 platform,N,Y,N,Lower mezzanine to downtown platform,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,EL711,EL,lower mezzanine to  Brooklyn-bound platform,Y,Y,N,Lower mezzanine to Brooklyn-bound platform,4/5,420,414,414,"412, 4, 5","335, 4, 5",1,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)","If you are on the lower mezzanine: Exit through the faregate and use the elevator at the other end of the mezzanine to reach the uptown platform level, then either: See a station agent to re-enter through the faregate to take an uptown 4 or 5 to Fulton St. Use elevators to transfer to a downtown 4 or 5. Or, stay on the elevator to street level and take an uptown M55 bus (State St and Bridge St) to Liberty St. Enter Fulton St 4/5 station at Broadway and Dey St via the elevator on the southwest corner. If you are on the platform: Take a Brooklyn-bound 4 or 5 to Atlantic Av-Barclays Center. Then transfer across the platform for a Manhattan-bound 4 or 5."
Bowling Green,,4/5,ES338,ES,upper mezzanine (Battery Pl & Broadway) to lower mezzanine,N,Y,N,Upper mezzanine to lower mezzanine,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES339,ES,lower mezzanine to upper mezzanine for Battery Pl & Broadway exit,N,Y,N,Lower mezzanine to upper mezzanine,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES336,ES,lower mezzanine to uptown 4/5 mezzanine for Bowling Green Park exit,N,Y,N,Lower mezzanine to uptown 4/5 mezzanine,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Bowling Green,,4/5,ES337,ES,uptown 4/5 mezzanine to lower mezzanine for downtown 4/5 service,N,Y,N,Uptown 4/5 mezzanine to lower mezzanine,4/5,420,414,414,,,0,"M20, M55, SIM1, SIM2, SIM4/4x, SIM5/5x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM33c, SIM35, X27, X28, BM1, BM2, BM3, BM4, BxM18, QM7, QM8, QM11, QM25; Staten Island Ferry (two blocks south)",
Briarwood,,E/F,EL424,EL,Queens Blvd & Main St (NE corner) to mezzanine passageway for service in both directions,N,Y,N,Street to mezzanine,E/F,F05,258,258,,,0,"Q60, QM21, Q44 SBS, Q20A, Q20B",Alt route not available for this elevator. Please use TripPlanner for latest information.
Brighton Beach,,B/Q,ES346,ES,Brighton 7 St & Brighton Beach Ave (NE corner) to mezzanine,N,Y,N,Street to mezzanine,B/Q,D40,055,55,,,0,,
Broadway Junction,,A/C/L/J/Z/LIRR,ES347,ES,A/C mezzanine (Van Sinderen Ave) to upper mezzanine for J/Z and L service,N,Y,N,A/C mezzanine to J/Z/L mezzanine,A/C/L/J/Z,A51/J27/L22,092/132/184,621,,,0,,
Broadway Junction,,A/C/L/J/Z/LIRR,ES330,ES,A/C mezzanine (Van Sinderen Ave) to upper mezzanine for J/Z and L service,N,Y,N,A/C mezzanine to J/Z/L mezzanine,A/C/L/J/Z,A51/J27/L22,092/132/184,621,,,0,,
Broadway Junction,,A/C/L/J/Z/LIRR,ES331,ES,J/Z/L upper mezzanine to Van Sinderen Ave mezzanine for access to street and A/C service,N,Y,N,J/Z/L mezzanine to A/C mezzanine,A/C/L/J/Z,A51/J27/L22,092/132/184,621,,,0,,
Brooklyn Bridge-City Hall,,J/4/5/6/Z,EL314,EL,plaza on east side of City Hall (opposite Brooklyn Bridge walkway) to mezzanine for service on all lines in both directions,Y,Y,N,Street to mezzanine,J/4/5/6/Z,640/M21,105/411,622,"101, J, Z / 402, 4, 5 / 410, 6","106, J, Z / 412, 4, 5",0,"M9, M22, M55, M103, BM1, BM2, BM3, BM4, SIM1/1c, SIM2, SIM4/4c/4x, SIM32, SIM33c, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM35",If you are on the street: Take a downtown M55 (Broadway & Warren St) to Cortlandt St. Proceed 1 block north to Fulton St 2345ACJZ Station. If you are on the mezzanine: Take an uptown 6 to Canal St. Use elevator to exit station and take a downtown M55 (Broadway and Walker St) to Warren St.
Brooklyn Bridge-City Hall,,J/4/5/6/Z,EL316,EL,mezzanine to uptown 4/5/6 platform,Y,Y,N,Mezzanine to uptown 4/5/6,4/5/6,640/M21,105/411,622,"402, 4, 5 / 410, 6","412, 4, 5",0,"M9, M22, M55, M103, BM1, BM2, BM3, BM4, SIM1/1c, SIM2, SIM4/4c/4x, SIM32, SIM33c, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM35","If you are on the mezzanine:  Use elevator to take a downtown 4 or 5 to Fulton St. Then use elevators to transfer to an uptown 4 or 5.  Or, use elevator to exit staton and take a downtown M55 (Broadway and Warren St) to Cortlandt St. Proceed 1 block north to Fulton St Station.  If you are on the platform:  Take an uptown 6 to Bleecker St. Then use elevators to transfer to a downtown 6 to Brooklyn Bridge-City Hall.  Or, take an uptown 6 to Canal St. Use elevator to exit station and take a downtown M55 (Broadway and Walker St) to Chambers St. Proceed one block east to Centre Street."
Brooklyn Bridge-City Hall,,J/4/5/6/Z,EL315,EL,mezzanine to platform for downtown 4/5 service and 6 terminal,Y,Y,N,Mezzanine to downtown 4/5/6,4/5/6,640/M21,105/411,622,"402, 4, 5 / 410, 6","412, 4, 5",0,"M9, M22, M55, M103, BM1, BM2, BM3, BM4, SIM1/1c, SIM2, SIM4/4c/4x, SIM32, SIM33c, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM35","If you are on the mezzanine: Use elevator to take an uptown 6 to Bleecker St. Then use elevators to transfer to a downtown 6. Transfer across the platform at Brooklyn Bridge-City Hall for downtown and Brooklyn 45 service. Or, use elevator to exit station and take a downtown M55 (Broadway and Warren St) to Cortlandt St.  Proceed 1 block north to Fulton St ACJZ2345 Station. If you are on the platform: Take a downtown 45 Fulton St. Then either: Use elevators to transfer to an uptown 45 to Brooklyn Bridge-City Hall. Or, use  elevators to exit station and take an uptown M55 (Church St and Vesey St) to Chambers St."
Canal St,,J/N/Q/R/W/6/Z,EL325,EL,Canal St & Lafayette St (NE corner) to downtown 6 platform,Y,Y,N,Street to downtown 6,6,639,410,623,"230, 6","411, 6",0,"M55 (southbound), X27, X28",If you are on the street: Take a downtown M55 bus (Broadway and Walker St) to Warren St. Then proceed east to Brooklyn Bridge-City Hall 4/5/6 station. If you are at the platform:  Contact a station agent to re-enter through the faregate and take a downtown 6 to Brooklyn Bridge-City Hall. Then use elevators to transfer to an uptown 6 to Canal St.
Canal St,,J/N/Q/R/W/6/Z,EL324,EL,Canal St & Lafayette St (NW corner) to uptown 6 platform,Y,N,N,Street to uptown 6,6,639,410,623,"230, 6","411, 6",0,"M55 (southbound), X27, X28",If you are on the street: Take an uptown M1 bus (Centre St and Broome St) to E Houston St for Bleecker St 6 Station. If you are at the platform:  See a station agent to re-enter through the faregate and take a downtown 6 to Brooklyn Bridge-City Hall. Then use elevators to transfer to an uptown 6 to Canal St.
Chambers St,,1/2/3,EL336,EL,West Broadway & Chambers St (NW corner) to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,1/2/3,137,327,327,"322, 1, 2, 3","328, 1 / 332, 2, 3",0,"M5 (northbound, one block east at Church St), M9 (at Warren and Murray Sts), M20 (southbound), M22, SIM1, SIM2, SIM4/4x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15",If you are on the street: Take a downtown M20  (Chambers St/Hudson St) to State St/Bridge St and use elevators at South Ferry 1 Station to take a uptown 1 . If you are on the mezzanine: Use elevator to take a downtown 1 to WTC Cortlandt and use elevators to exit station. Transfer to an uptown M55 (Church and Vesey St.)
Chambers St,,1/2/3,EL338,EL,mezzanine to downtown platform,Y,Y,N,Mezzanine to downtown platform,1/2/3,137,327,327,"322, 1, 2, 3","328, 1 / 332, 2, 3",0,"M5 (northbound, one block east at Church St), M9 (at Warren and Murray Sts), M20 (southbound), M22, SIM1, SIM2, SIM4/4x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15","If you are on the mezzanine:  Use elevator to take an uptown 1, 2 or 3 to 34 St-Penn Station. Then either:  If taking an uptown 2 or 3, transfer across the platform for downtown 2 or 3 service.  Or, use elevators to transfer to a downtown 1.  If you are on the platform:  Take a downtown 2 or 3 to Fulton St. Then transfer across the platform to an uptown 2 or 3 to Chambers St.  Or, take a downtown 1 to WTC Cortlandt and use elevators to transfer to an uptown 1 to Chambers St."
Chambers St,,1/2/3,EL337,EL,mezzanine to uptown platform,Y,Y,N,Mezzanine to uptown platform,1/2/3,137,327,327,"322, 1, 2, 3","328, 1 / 332, 2, 3",0,"M5 (northbound, one block east at Church St), M9 (at Warren and Murray Sts), M20 (southbound), M22, SIM1, SIM2, SIM4/4x, SIM32, SIM34, SIM1c, SIM3c, SIM4c, SIM15","If you are on the mezzanine:  Use elevator to take a downtown 2 or 3 to Fulton St. Transfer across the platform to an uptown 2 or 3.  Or, use elevator to take a downtown 1 to WTC Cortlandt and use elevators to transfer to an uptown 1.  If you are on the platform: Take an uptown 2 or 3 to 34 St-Penn Station. Then either:  If taking an uptown 2 or 3, transfer across the platform for downtown 2 or 3 service.  Or, use elevators to transfer to a downtown 1."
Chambers St,,J/4/5/6/Z,EL743,EL,mezzanine to Broad St-bound J/Z platform,Y,Y,N,Mezzanine to Broad St-bound J/Z,J/Z,640/M21,105/411,622,"101, J, Z","106, J, Z",0,"M9, M22, M55, M103, BM1, BM2, BM3, BM4, SIM1/1c, SIM2, SIM4/4c/4x, SIM32, SIM33c, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM35","If you are on the mezzanine: Proceed down the passageway and use elevator to take a downtown 4 or 5 to Fulton St station. If you are on the platform: Take a Broad St-bound J or Z train to Fulton St station, then either: Use elevators to transfer to a Jamaica-bound J or Z to Chambers St. Or, use elevators to transfer to an uptown 4 or 5 to Brooklyn Bridge-City Hall."
Chambers St,,J/4/5/6/Z,EL742,EL,mezzanine to Jamaica Center-bound J/Z platform,Y,Y,N,Mezzanine to Brooklyn-bound J/Z,J/Z,640/M21,105/411,622,"101, J, Z","106, J, Z",0,"M9, M22, M55, M103, BM1, BM2, BM3, BM4, SIM1/1c, SIM2, SIM4/4c/4x, SIM32, SIM33c, SIM34, SIM1c, SIM3c, SIM4c, SIM15, SIM35","If you are on the mezzanine: Use elevator to take a Broad St-boud J or Z train to Fulton St station. Then, use elevators to transfer to a Jamaica-bound J or Z. Or, proceed down the passageway and use elevator to take a downtown 4 or 5 to Fulton St station. Then, use elevators to transfer to a Jamaica-bound J or Z. If you are on the platform: Take a Jamaica-bound J or Z train to Marcy Av and use elevators to transfer to a Manhattan-bound J or Z train to Chambers St."
Church Av,,2/5,EL321,EL,Nostrand Ave & Church Ave (SW corner) to Flatbush Av Brooklyn College-bound platform,Y,Y,N,Street to Brooklyn-bound platform,2/5,244,356,356,"338, 5 / 341, 2","359, 2, 5",0,"B35, B44, B44 SBS","If you are on the street: Cross Nostrand Av and use elevator to take a Manhattan-bound 2 to Eastern Parkway. Then, use elevators to transfer to a Flatbush Av-bound 2. Or, take a Sheepshead Bay-bound B44 bus or B44 SBS (Church Av and Nostrand Av) to Flatbush Av. If you are on the platform: Take a Brooklyn-bound 2 or 5 to Flatbush Av, then either: Remain on the train or proceed to the opposite platform to transfer to a Manhattan-bound 2 or 5 to Church Av. Or, use the elevator to exit the station and take a Williamsburg-bound B44 bus or B44 SBS (Nostrand Av and Flatbush Av) to Church Av (at Rogers Av on B44 SBS; at New York Av on B44). Then proceed to Nostrand Av and Church Av."
Church Av,,2/5,EL320,EL,Nostrand Ave & Church Ave (SE corner) to Manhattan-bound platform,Y,Y,N,Street to Manhattan-bound platform,2/5,244,356,356,"338, 5 / 341, 2","359, 2, 5",0,"B35, B44, B44 SBS","If you are on the street: Cross Nostrand Av to take a Brooklyn-bound 2 or 5 to Flatbush Av. Use elevators to transfer to a Manhattan-bound 2 or 5. Or, take a Sheepshead Bay-bound B44 bus or B44 SBS (Church Av and Nostrand Av) to Nostrand Av and Flatbush Av. Use the elevator to enter Flatbush Av/Brooklyn College 25. If you are on the platform: Take a Manhattan-bound 2 to Eastern Parkway. Then, use elevators to transfer to a Flatbush Av-bound 2 to Church Av."
Church Av,,F/G,EL375,EL,mezzanine to platform for Coney Island-bound F service and G terminal,Y,Y,N,Mezzanine to Brooklyn-bound platform,F/G,F27,243,243,"240, G / 25, F","58, F",0,"B35, B67, B69, B103 (eastbound), BM3 (eastbound), BM4 (eastbound)","If you are on the mezzanine:  Use the nearby elevator to exit the station and take a Brownsville-bound B35 or B35 Ltd bus (Church Av and McDonald Av) to Coney Island Av. Then transfer to a Coney Island-bound B68 bus (Coney Island Av and Church Av) to Stillwell Av terminal.  Or, use the nearby elevator to take a Manhattan-bound F to Jay St-MetroTech. Then use the elevator to take a Coney Island-bound F to Coney Island-Stillwell Av.  If you are on the platform:  Take a Coney Island-bound F to Coney Island-Stillwell Av. Then remain on the train or transfer across the platform for a Manhattan-bound train to Church Av."
Church Av,,F/G,EL374,EL,mezzanine to platform for Manhattan-bound F and Queens-bound G service,Y,Y,N,Mezzanine to Manhattan-bound platform,F/G,F27,243,243,"240, G / 25, F","58, F",0,"B35, B67, B69, B103 (eastbound), BM3 (eastbound), BM4 (eastbound)","If you are on the mezzanine:  Use the nearby elevator to exit the station and take a Downtown Brooklyn-bound B67 bus (McDonald Av and Church Av) to Jay St and Fulton St for Jay St-MetroTech A/C/F/R station.  If you are on the platform:  take a Manhattan-bound F to Jay St-MetroTech, then either:  Use elevators to exit the station and take a Cortelyou Rd-bound B67 bus (Jay St and Fulton St) to Church Av.  Or, use elevators to transfer to a Coney Island-Stillwell Av-bound F."
Church Av,,F/G,EL373,EL,west side of McDonald Ave north of Church Ave to mezzanine for service in both directions,Y,Y,N,Street to mezzanine,F/G,F27,243,243,"240, G / 25, F","58, F",0,"B35, B67, B69, B103 (eastbound), BM3 (eastbound), BM4 (eastbound)",If you are on the street:  Take a Downtown Brooklyn-bound B67 bus (McDonald Av and Church Av) to Jay St and Fulton St for Jay St-MetroTech A/C/F/R station.  If you are on the mezzanine:  See a station agent to re-enter through the faregate and use the elevator to reach the Manhattan-bound platform. Then take a Manhattan-bound F to Jay St-MetroTech and use elevators to exit the station and take Kensington-bound B67 bus (Jay St and Fulton St) to Church Av.
Clark St,,2/3,EL312,EL,"street-level arcade at Clark St & Henry St to lower mezzanine for service in both directions
",N,Y,N,Street to mezzanine,2/3,231,334,334,,,1,B25,Use an adjacent elevator.
Clark St,,2/3,EL311,EL,"street-level arcade at Clark St & Henry St to lower mezzanine for service in both directions
",N,Y,N,Street to mezzanine,2/3,231,334,334,,,1,B25,Use an adjacent elevator.
Clark St,,2/3,EL310,EL,"street-level arcade at Clark St & Henry St to lower mezzanine for service in both directions
",N,Y,N,Street to mezzanine,2/3,231,334,334,,,1,B25,Use an adjacent elevator.
Coney Island-Stillwell Av,,D/F/N/Q,EL702,EL,D platform to overpass for access to mezzanine via N platform,Y,N,N,Overpass to D platform,D,D43,058,58,"243, F / 51, Q / 68, D / 73, N",,0,"B36, B64, B68, B74, B82",If you are on the D platform: Take a Manhattan-bound D to Bay Pkwy and use the elevator to exit the station. Then take a Coney Island-bound B82 bus (Bay Pkwy and 86 St) to Mermaid Av and Stillwell Av. If you are on the overpass: Take the elevator at the other end of the overpass to the N platform and exit the station via the ramp. Then take a Spring Creek Towers-bound B82 bus (Stillwell Terminal Bus Loop) to Bay Pkwy and 86 St for the D at Bay Pkwy.
Coney Island-Stillwell Av,,D/F/N/Q,EL701,EL,N platform to overpass for access to D platform,Y,Y,N,N platform to D overpass,D,D43,058,58,"243, F / 51, Q / 68, D / 73, N",,0,"B36, B64, B68, B74, B82",If you are on the N platform: Exit the station via the ramp and take a Spring Creek Towers-bound B82 bus (Stillwell Terminal Bus Loop) to Bay Pkwy and 86 St for the D at Bay Pkwy. If you are on the overpass: Take a Manhattan-bound D to Bay Pkwy and use the elevator to exit the station. Then take a Coney Island-bound B82 bus (Bay Pkwy and 86 St) to Mermaid Av and Stillwell Av.
Cortlandt St,,1,EL736,EL,Greenwich Street (near southwest corner of Greenwich Street and Vesey Street) to downtown 1 platform and access to uptown 1 service,Y,Y,N,Street to downtown 1,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,1,ES353,ES,north mezzanine to platform for uptown 1 service,N,Y,N,Mezzanine to uptown platform,1,138,328,328,,,0,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",
Cortlandt St,,1,EL713,EL,mezzanine at Oculus main level to downtown 1 platform,Y,Y,N,Mezzanine to downtown 1,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,1,EL712,EL,mezzanine at Oculus main level to uptown 1 platform,Y,Y,N,Mezzanine to uptown 1,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,A/C/E/R/W/2/3,EL726X,EL,Fulton Center level to downtown R/W platform and access to rest of complex,Y,Y,Y,Fulton Center to downtown R/W,R/W,228/E01/R25,021/171/331,624,"15, R, W","25, R",1,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18","If you are on the platform: Use another elevator in the Oculus.  If you are on the mezzanine: Use another elevator in the Oculus.  Or, use elevator to take an uptown R or W to City Hall and see a station agent to transfer across the platform to downtown R or W."
Cortlandt St,,A/C/E/R/W/2/3,EL727X,EL,Fulton center level to uptown R/W platform and access to rest of complex,Y,Y,Y,Fulton Center to uptown R/W,R/W,228/E01/R25,021/171/331,624,"15, R, W","25, R",0,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18",If you are on the platform: Take uptown R or W to City Hall and see a station agent to transfer across the platform to downtown R or W to Cortlandt St. If you are on the mezzanine: Use elevator  to take a Brooklyn-bound R to Jay St-MetroTech and transfer across the platform to a Manhattan-bound R.
Cortlandt St,,A/C/E/R/W/2/3,ES380X,ES,underpass to mezzanine (Cortlandt St & Church St) for access to street and uptown R/W service,N,Y,Y,Underpass to mezzanine,R/W,228/E01/R25,021/171/331,624,,,0,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18",
Cortlandt St,,A/C/E/R/W/2/3,EL18X,EL,Church St to mezzanine for downtown R/W service,Y,Y,Y,Street to downtown R/W,R/W,228/E01/R25,021/171/331,624,"15, R, W","25, R",1,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18",Use another elevator on this level.
Cortlandt St,,A/C/E/R/W/2/3,EL17X,EL,"Oculus main level to Fulton Center level, balcony, and mezzanine for downtown R/W service",Y,Y,Y,Downtown R/W to Fulton Center & Oculus,R/W,228/E01/R25,021/171/331,624,"15, R, W","25, R",1,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18",Use another elevator on this level.
Cortlandt St,,A/C/E/R/W/2/3,EL16X,EL,"Oculus main level to Fulton Center level, balcony, and mezzanine for downtown R/W service",Y,Y,Y,Downtown R/W to Fulton Center & Oculus,R/W,228/E01/R25,021/171/331,624,"15, R, W","25, R",1,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18",Use another elevator on this level.
Cortlandt St,,1,EL14X,EL,Greenwich St to Oculus Balcony with access to uptown 1 and downtown R/W service,Y,Y,Y,Street to uptown 1,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,1,EL13X,EL,Oculus main level  to PATH level with access to 1 train service in both directions,Y,Y,Y,Oculus to PATH & 1,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,1,EL12X,EL,West Concourse balcony to PATH level with access to 1 train service in both directions,Y,Y,Y,Balcony to Oculus & PATH,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,1,EL11X,EL,West Concourse balcony to West Concourse with access to 1 service in both directions,Y,Y,Y,Balcony to west concourse,1,138,328,328,"327, 1","330, 1",1,"M9, M20, M55, SIM1, SIM2, SIM4, SIM15, SIM32, SIM34, X27, X28, BxM18, QM7, QM8, QM11, QM25",Use another elevator on this level.
Cortlandt St,,A/C/E/R/W/2/3,EL22X,EL,Church St to South Concourse balcony and mezzanine for downtown R/W service,Y,Y,Y,Street to downtown R/W & Concourse,R/W,228/E01/R25,021/171/331,624,"15, R, W","25, R",1,"M55 (southbound; northbound on Church St), SIM1/1c, SIM3c, SIM4/4c/4x, SIM33c, BxM18",Use another elevator on this level.
Court Sq,,E/M/G/7,EL469,EL,mezzanine to platform for service in both directions,Y,Y,N,mezzanine to platform,G,719/F09/G22,274/281/462,606,,"283, G",0,"B32, B62, Q39, Q67, Q69","If you are on the mezzanine: 

Follow signs to exit the station. Then, take a downtown Brooklyn-bound B62 bus (Jackson Av and 45 Av) to Manhattan Av and Greenpoint Av and proceed to Greenpoint Av station. 

If you are on the platform: 

Take a Brooklyn-bound G train to Greenpoint Ave and use elevators to exit the station. Then, take a Long Island City-bound B62 bus (Manhattan Av and Greenpoint Av) to Jackson


<a href=""https://new.mta.info/document/143426"" target=""_blank"" rel=""noopener noreferrer"">See alternatives during modernization work.</a>
"
Court Sq,,E/M/G/7,EL446,EL,Jackson Ave & 23 St (NE corner) to mezzanine for 7 service in both directions and access to G mezzanine,Y,Y,N,Street to mezzanine,7,719/F09/G22,274/281/462,606,"456, 7","402, 7",0,"B32, B62, Q39, Q67, Q69","If you are on the street:  Take a Queens Plaza-bound B62  (Jackson Av and Davis St) to 28 St and Queens Plaza South. Then, transfer to a Jackson Hts-bound Q32 to Roosevelt Av and 61 St for the 61 St-Woodside 7 station.  If you are on the mezzanine:  See a station agent to re-enter faregate and use elevator to take a Flushing-bound 7 to 61 St-Woodside. Use elevators to exit station and take a Manhattan-bound Q32  (Roosevelt Av and 61 St) to Queens Plaza North and 29 St. Then transfer to a Brooklyn-bound B62 (Jackson Av and 42 Rd) to Jackson Av and 45 Av."
